,rating,agent_type,misinformation_type,rebuttal_type,rating_score
34176,helpful,pro_misinformation,Fallacy of Credibility,No Need to Address,2
34177,helpful,pro_misinformation,Fallacy of Credibility,Negative Effect due to y,2
34178,helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,2
34179,helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,2
34180,somewhat helpful,pro_misinformation,Fallacy of Extension,Mitigation,1
34181,somewhat helpful,pro_misinformation,Fallacy of Extension,Alternative,1
34182,somewhat helpful,pro_misinformation,Fallacy of Extension,No Evidence,1
34183,somewhat helpful,pro_misinformation,Fallacy of Extension,Another True Cause,1
34184,not helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 1,0
34185,somewhat helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 2,1
34186,not helpful,pro_misinformation,Fallacy of Extension,No Need to Address,0
34187,somewhat helpful,pro_misinformation,Fallacy of Extension,Negative Effect due to y,1
34188,somewhat helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,1
34189,somewhat helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,1
34190,somewhat helpful,pro_misinformation,Intentional Fallacy,Mitigation,1
34191,somewhat helpful,pro_misinformation,Intentional Fallacy,Alternative,1
34192,not helpful,pro_misinformation,Intentional Fallacy,No Evidence,0
34193,somewhat helpful,pro_misinformation,Intentional Fallacy,Another True Cause,1
34194,somewhat helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 1,1
34195,somewhat helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 2,1
34196,somewhat helpful,pro_misinformation,Intentional Fallacy,No Need to Address,1
34197,not helpful,pro_misinformation,Intentional Fallacy,Negative Effect due to y,0
34198,not helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,0
34199,somewhat helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,1
34200,somewhat helpful,pro_misinformation,Deductive Fallacy,Mitigation,1
34201,somewhat helpful,pro_misinformation,Deductive Fallacy,Alternative,1
34202,somewhat helpful,pro_misinformation,Deductive Fallacy,No Evidence,1
34203,somewhat helpful,pro_misinformation,Deductive Fallacy,Another True Cause,1
34204,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 1,1
34205,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 2,1
34206,somewhat helpful,pro_misinformation,Deductive Fallacy,No Need to Address,1
34207,somewhat helpful,pro_misinformation,Deductive Fallacy,Negative Effect due to y,1
34208,somewhat helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
34209,helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,2
34210,somewhat helpful,pro_misinformation,False Dilemma,Mitigation,1
34211,somewhat helpful,pro_misinformation,False Dilemma,Alternative,1
34212,somewhat helpful,pro_misinformation,False Dilemma,No Evidence,1
34213,somewhat helpful,pro_misinformation,False Dilemma,Another True Cause,1
34214,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 1,1
34215,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 2,1
34216,helpful,pro_misinformation,False Dilemma,No Need to Address,2
34217,somewhat helpful,pro_misinformation,False Dilemma,Negative Effect due to y,1
34218,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 1,1
34219,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 2,1
34220,somewhat helpful,pro_misinformation,Fallacy of Extension,Mitigation,1
34221,somewhat helpful,pro_misinformation,Fallacy of Extension,Alternative,1
34222,somewhat helpful,pro_misinformation,Fallacy of Extension,No Evidence,1
34223,not helpful,pro_misinformation,Fallacy of Extension,Another True Cause,0
34224,not helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 1,0
34225,not helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 2,0
34226,not helpful,pro_misinformation,Fallacy of Extension,No Need to Address,0
34227,somewhat helpful,pro_misinformation,Fallacy of Extension,Negative Effect due to y,1
34228,somewhat helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,1
34229,not helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,0
34230,helpful,pro_misinformation,False Dilemma,Mitigation,2
34231,somewhat helpful,pro_misinformation,False Dilemma,Alternative,1
34232,helpful,pro_misinformation,False Dilemma,No Evidence,2
34233,helpful,pro_misinformation,False Dilemma,Another True Cause,2
34234,helpful,pro_misinformation,False Dilemma,Missing Mechanism 1,2
34235,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 2,1
34236,somewhat helpful,pro_misinformation,False Dilemma,No Need to Address,1
34237,somewhat helpful,pro_misinformation,False Dilemma,Negative Effect due to y,1
34238,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 1,1
34239,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 2,1
34240,somewhat helpful,pro_misinformation,False Causality,Mitigation,1
34241,somewhat helpful,pro_misinformation,False Causality,Alternative,1
34242,helpful,pro_misinformation,False Causality,No Evidence,2
34243,somewhat helpful,pro_misinformation,False Causality,Another True Cause,1
34244,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 1,1
34245,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 2,1
34246,somewhat helpful,pro_misinformation,False Causality,No Need to Address,1
34247,somewhat helpful,pro_misinformation,False Causality,Negative Effect due to y,1
34248,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 1,1
34249,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 2,1
34250,somewhat helpful,pro_misinformation,Equivocation,Mitigation,1
34251,somewhat helpful,pro_misinformation,Equivocation,Alternative,1
34252,somewhat helpful,pro_misinformation,Equivocation,No Evidence,1
34253,somewhat helpful,pro_misinformation,Equivocation,Another True Cause,1
34254,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 1,1
34255,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 2,1
34256,somewhat helpful,pro_misinformation,Equivocation,No Need to Address,1
34257,helpful,pro_misinformation,Equivocation,Negative Effect due to y,2
34258,somewhat helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 1,1
34259,helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 2,2
34260,somewhat helpful,pro_misinformation,Ad Populum,Mitigation,1
34261,somewhat helpful,pro_misinformation,Ad Populum,Alternative,1
34262,helpful,pro_misinformation,Ad Populum,No Evidence,2
34263,not helpful,pro_misinformation,Ad Populum,Another True Cause,0
34264,helpful,pro_misinformation,Ad Populum,Missing Mechanism 1,2
34265,helpful,pro_misinformation,Ad Populum,Missing Mechanism 2,2
34266,somewhat helpful,pro_misinformation,Ad Populum,No Need to Address,1
34267,somewhat helpful,pro_misinformation,Ad Populum,Negative Effect due to y,1
34268,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 1,1
34269,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 2,1
34270,helpful,pro_misinformation,Circular Claim,Mitigation,2
34271,somewhat helpful,pro_misinformation,Circular Claim,Alternative,1
34272,helpful,pro_misinformation,Circular Claim,No Evidence,2
34273,helpful,pro_misinformation,Circular Claim,Another True Cause,2
34274,helpful,pro_misinformation,Circular Claim,Missing Mechanism 1,2
34275,helpful,pro_misinformation,Circular Claim,Missing Mechanism 2,2
34276,helpful,pro_misinformation,Circular Claim,No Need to Address,2
34277,helpful,pro_misinformation,Circular Claim,Negative Effect due to y,2
34278,helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 1,2
34279,helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 2,2
34280,somewhat helpful,pro_misinformation,False Causality,Mitigation,1
34281,somewhat helpful,pro_misinformation,False Causality,Alternative,1
34282,somewhat helpful,pro_misinformation,False Causality,No Evidence,1
34283,somewhat helpful,pro_misinformation,False Causality,Another True Cause,1
34284,helpful,pro_misinformation,False Causality,Missing Mechanism 1,2
34285,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 2,1
34286,somewhat helpful,pro_misinformation,False Causality,No Need to Address,1
34287,somewhat helpful,pro_misinformation,False Causality,Negative Effect due to y,1
34288,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 1,1
34289,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 2,1
34290,somewhat helpful,pro_misinformation,Fallacy of Credibility,Mitigation,1
34291,somewhat helpful,pro_misinformation,Fallacy of Credibility,Alternative,1
34292,somewhat helpful,pro_misinformation,Fallacy of Credibility,No Evidence,1
34293,somewhat helpful,pro_misinformation,Fallacy of Credibility,Another True Cause,1
34294,somewhat helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 1,1
34295,somewhat helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 2,1
34296,somewhat helpful,pro_misinformation,Fallacy of Credibility,No Need to Address,1
34297,somewhat helpful,pro_misinformation,Fallacy of Credibility,Negative Effect due to y,1
34298,somewhat helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,1
34299,somewhat helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,1
34300,somewhat helpful,pro_misinformation,Deductive Fallacy,Mitigation,1
34301,somewhat helpful,pro_misinformation,Deductive Fallacy,Alternative,1
34302,somewhat helpful,pro_misinformation,Deductive Fallacy,No Evidence,1
34303,somewhat helpful,pro_misinformation,Deductive Fallacy,Another True Cause,1
34304,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 1,1
34305,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 2,1
34306,somewhat helpful,pro_misinformation,Deductive Fallacy,No Need to Address,1
34307,somewhat helpful,pro_misinformation,Deductive Fallacy,Negative Effect due to y,1
34308,not helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,0
34309,not helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,0
34310,somewhat helpful,pro_misinformation,Fallacy of Relevance,Mitigation,1
34311,not helpful,pro_misinformation,Fallacy of Relevance,Alternative,0
34312,not helpful,pro_misinformation,Fallacy of Relevance,No Evidence,0
34313,not helpful,pro_misinformation,Fallacy of Relevance,Another True Cause,0
34314,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 1,1
34315,not helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 2,0
34316,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Need to Address,1
34317,somewhat helpful,pro_misinformation,Fallacy of Relevance,Negative Effect due to y,1
34318,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
34319,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
34320,somewhat helpful,pro_misinformation,Circular Claim,Mitigation,1
34321,somewhat helpful,pro_misinformation,Circular Claim,Alternative,1
34322,helpful,pro_misinformation,Circular Claim,No Evidence,2
34323,somewhat helpful,pro_misinformation,Circular Claim,Another True Cause,1
34324,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 1,1
34325,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 2,1
34326,helpful,pro_misinformation,Circular Claim,No Need to Address,2
34327,somewhat helpful,pro_misinformation,Circular Claim,Negative Effect due to y,1
34328,helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 1,2
34329,somewhat helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 2,1
34330,somewhat helpful,pro_misinformation,Appeal to Emotion,Mitigation,1
34331,somewhat helpful,pro_misinformation,Appeal to Emotion,Alternative,1
34332,somewhat helpful,pro_misinformation,Appeal to Emotion,No Evidence,1
34333,somewhat helpful,pro_misinformation,Appeal to Emotion,Another True Cause,1
34334,somewhat helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 1,1
34335,not helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 2,0
34336,somewhat helpful,pro_misinformation,Appeal to Emotion,No Need to Address,1
34337,somewhat helpful,pro_misinformation,Appeal to Emotion,Negative Effect due to y,1
34338,somewhat helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
34339,not helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,0
34340,not helpful,pro_misinformation,Ad Hominem,Mitigation,0
34341,not helpful,pro_misinformation,Ad Hominem,Alternative,0
34342,not helpful,pro_misinformation,Ad Hominem,No Evidence,0
34343,somewhat helpful,pro_misinformation,Ad Hominem,Another True Cause,1
34344,not helpful,pro_misinformation,Ad Hominem,Missing Mechanism 1,0
34345,somewhat helpful,pro_misinformation,Ad Hominem,Missing Mechanism 2,1
34346,not helpful,pro_misinformation,Ad Hominem,No Need to Address,0
34347,not helpful,pro_misinformation,Ad Hominem,Negative Effect due to y,0
34348,not helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 1,0
34349,somewhat helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
34350,somewhat helpful,pro_misinformation,Fallacy of Relevance,Mitigation,1
34351,somewhat helpful,pro_misinformation,Fallacy of Relevance,Alternative,1
34352,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Evidence,1
34353,somewhat helpful,pro_misinformation,Fallacy of Relevance,Another True Cause,1
34354,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 1,1
34355,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 2,1
34356,not helpful,pro_misinformation,Fallacy of Relevance,No Need to Address,0
34357,somewhat helpful,pro_misinformation,Fallacy of Relevance,Negative Effect due to y,1
34358,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
34359,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
34360,somewhat helpful,pro_misinformation,Faulty Generalization,Mitigation,1
34361,somewhat helpful,pro_misinformation,Faulty Generalization,Alternative,1
34362,helpful,pro_misinformation,Faulty Generalization,No Evidence,2
34363,somewhat helpful,pro_misinformation,Faulty Generalization,Another True Cause,1
34364,not helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 1,0
34365,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 2,1
34366,somewhat helpful,pro_misinformation,Faulty Generalization,No Need to Address,1
34367,helpful,pro_misinformation,Faulty Generalization,Negative Effect due to y,2
34368,not helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 1,0
34369,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
34370,somewhat helpful,pro_misinformation,Equivocation,Mitigation,1
34371,somewhat helpful,pro_misinformation,Equivocation,Alternative,1
34372,somewhat helpful,pro_misinformation,Equivocation,No Evidence,1
34373,somewhat helpful,pro_misinformation,Equivocation,Another True Cause,1
34374,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 1,1
34375,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 2,1
34376,somewhat helpful,pro_misinformation,Equivocation,No Need to Address,1
34377,somewhat helpful,pro_misinformation,Equivocation,Negative Effect due to y,1
34378,somewhat helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 1,1
34379,somewhat helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 2,1
34380,somewhat helpful,pro_misinformation,Ad Populum,Mitigation,1
34381,somewhat helpful,pro_misinformation,Ad Populum,Alternative,1
34382,helpful,pro_misinformation,Ad Populum,No Evidence,2
34383,not helpful,pro_misinformation,Ad Populum,Another True Cause,0
34384,somewhat helpful,pro_misinformation,Ad Populum,Missing Mechanism 1,1
34385,somewhat helpful,pro_misinformation,Ad Populum,Missing Mechanism 2,1
34386,somewhat helpful,pro_misinformation,Ad Populum,No Need to Address,1
34387,somewhat helpful,pro_misinformation,Ad Populum,Negative Effect due to y,1
34388,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 1,1
34389,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 2,1
34390,somewhat helpful,pro_misinformation,Circular Claim,Mitigation,1
34391,somewhat helpful,pro_misinformation,Circular Claim,Alternative,1
34392,somewhat helpful,pro_misinformation,Circular Claim,No Evidence,1
34393,somewhat helpful,pro_misinformation,Circular Claim,Another True Cause,1
34394,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 1,1
34395,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 2,1
34396,somewhat helpful,pro_misinformation,Circular Claim,No Need to Address,1
34397,somewhat helpful,pro_misinformation,Circular Claim,Negative Effect due to y,1
34398,somewhat helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 1,1
34399,somewhat helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 2,1
34400,somewhat helpful,pro_misinformation,False Causality,Mitigation,1
34401,somewhat helpful,pro_misinformation,False Causality,Alternative,1
34402,somewhat helpful,pro_misinformation,False Causality,No Evidence,1
34403,somewhat helpful,pro_misinformation,False Causality,Another True Cause,1
34404,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 1,1
34405,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 2,1
34406,somewhat helpful,pro_misinformation,False Causality,No Need to Address,1
34407,somewhat helpful,pro_misinformation,False Causality,Negative Effect due to y,1
34408,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 1,1
34409,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 2,1
34410,somewhat helpful,pro_misinformation,Equivocation,Mitigation,1
34411,somewhat helpful,pro_misinformation,Equivocation,Alternative,1
34412,helpful,pro_misinformation,Equivocation,No Evidence,2
34413,somewhat helpful,pro_misinformation,Equivocation,Another True Cause,1
34414,not helpful,pro_misinformation,Equivocation,Missing Mechanism 1,0
34415,not helpful,pro_misinformation,Equivocation,Missing Mechanism 2,0
34416,somewhat helpful,pro_misinformation,Equivocation,No Need to Address,1
34417,not helpful,pro_misinformation,Equivocation,Negative Effect due to y,0
34418,not helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 1,0
34419,not helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 2,0
34420,somewhat helpful,pro_misinformation,Faulty Generalization,Mitigation,1
34421,somewhat helpful,pro_misinformation,Faulty Generalization,Alternative,1
34422,not helpful,pro_misinformation,Faulty Generalization,No Evidence,0
34423,somewhat helpful,pro_misinformation,Faulty Generalization,Another True Cause,1
34424,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 1,1
34425,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 2,1
34426,not helpful,pro_misinformation,Faulty Generalization,No Need to Address,0
34427,somewhat helpful,pro_misinformation,Faulty Generalization,Negative Effect due to y,1
34428,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
34429,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
34430,not helpful,pro_misinformation,Fallacy of Credibility,Mitigation,0
34431,somewhat helpful,pro_misinformation,Fallacy of Credibility,Alternative,1
34432,helpful,pro_misinformation,Fallacy of Credibility,No Evidence,2
34433,somewhat helpful,pro_misinformation,Fallacy of Credibility,Another True Cause,1
34434,not helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 1,0
34435,not helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 2,0
34436,not helpful,pro_misinformation,Fallacy of Credibility,No Need to Address,0
34437,not helpful,pro_misinformation,Fallacy of Credibility,Negative Effect due to y,0
34438,somewhat helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,1
34439,somewhat helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,1
34440,somewhat helpful,pro_misinformation,Ad Hominem,Mitigation,1
34441,somewhat helpful,pro_misinformation,Ad Hominem,Alternative,1
34442,somewhat helpful,pro_misinformation,Ad Hominem,No Evidence,1
34443,somewhat helpful,pro_misinformation,Ad Hominem,Another True Cause,1
34444,somewhat helpful,pro_misinformation,Ad Hominem,Missing Mechanism 1,1
34445,somewhat helpful,pro_misinformation,Ad Hominem,Missing Mechanism 2,1
34446,somewhat helpful,pro_misinformation,Ad Hominem,No Need to Address,1
34447,somewhat helpful,pro_misinformation,Ad Hominem,Negative Effect due to y,1
34448,not helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 1,0
34449,somewhat helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
34450,somewhat helpful,pro_misinformation,Intentional Fallacy,Mitigation,1
34451,somewhat helpful,pro_misinformation,Intentional Fallacy,Alternative,1
34452,somewhat helpful,pro_misinformation,Intentional Fallacy,No Evidence,1
34453,somewhat helpful,pro_misinformation,Intentional Fallacy,Another True Cause,1
34454,somewhat helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 1,1
34455,somewhat helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 2,1
34456,somewhat helpful,pro_misinformation,Intentional Fallacy,No Need to Address,1
34457,not helpful,pro_misinformation,Intentional Fallacy,Negative Effect due to y,0
34458,somewhat helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,1
34459,not helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,0
34460,not helpful,pro_misinformation,Appeal to Emotion,Mitigation,0
34461,somewhat helpful,pro_misinformation,Appeal to Emotion,Alternative,1
34462,not helpful,pro_misinformation,Appeal to Emotion,No Evidence,0
34463,not helpful,pro_misinformation,Appeal to Emotion,Another True Cause,0
34464,not helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 1,0
34465,not helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 2,0
34466,not helpful,pro_misinformation,Appeal to Emotion,No Need to Address,0
34467,not helpful,pro_misinformation,Appeal to Emotion,Negative Effect due to y,0
34468,somewhat helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
34469,not helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,0
34470,somewhat helpful,pro_misinformation,Fallacy of Relevance,Mitigation,1
34471,somewhat helpful,pro_misinformation,Fallacy of Relevance,Alternative,1
34472,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Evidence,1
34473,somewhat helpful,pro_misinformation,Fallacy of Relevance,Another True Cause,1
34474,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 1,1
34475,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 2,1
34476,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Need to Address,1
34477,somewhat helpful,pro_misinformation,Fallacy of Relevance,Negative Effect due to y,1
34478,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
34479,not helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,0
34480,not helpful,pro_misinformation,Intentional Fallacy,Mitigation,0
34481,helpful,pro_misinformation,Intentional Fallacy,Alternative,2
34482,helpful,pro_misinformation,Intentional Fallacy,No Evidence,2
34483,not helpful,pro_misinformation,Intentional Fallacy,Another True Cause,0
34484,helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 1,2
34485,not helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 2,0
34486,helpful,pro_misinformation,Intentional Fallacy,No Need to Address,2
34487,helpful,pro_misinformation,Intentional Fallacy,Negative Effect due to y,2
34488,not helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,0
34489,not helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,0
34490,somewhat helpful,pro_misinformation,False Dilemma,Mitigation,1
34491,somewhat helpful,pro_misinformation,False Dilemma,Alternative,1
34492,somewhat helpful,pro_misinformation,False Dilemma,No Evidence,1
34493,somewhat helpful,pro_misinformation,False Dilemma,Another True Cause,1
34494,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 1,1
34495,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 2,1
34496,not helpful,pro_misinformation,False Dilemma,No Need to Address,0
34497,somewhat helpful,pro_misinformation,False Dilemma,Negative Effect due to y,1
34498,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 1,1
34499,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 2,1
34500,somewhat helpful,pro_misinformation,Faulty Generalization,Mitigation,1
34501,somewhat helpful,pro_misinformation,Faulty Generalization,Alternative,1
34502,somewhat helpful,pro_misinformation,Faulty Generalization,No Evidence,1
34503,somewhat helpful,pro_misinformation,Faulty Generalization,Another True Cause,1
34504,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 1,1
34505,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 2,1
34506,not helpful,pro_misinformation,Faulty Generalization,No Need to Address,0
34507,somewhat helpful,pro_misinformation,Faulty Generalization,Negative Effect due to y,1
34508,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
34509,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
34510,somewhat helpful,pro_misinformation,Deductive Fallacy,Mitigation,1
34511,somewhat helpful,pro_misinformation,Deductive Fallacy,Alternative,1
34512,helpful,pro_misinformation,Deductive Fallacy,No Evidence,2
34513,helpful,pro_misinformation,Deductive Fallacy,Another True Cause,2
34514,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 1,1
34515,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 2,1
34516,helpful,pro_misinformation,Deductive Fallacy,No Need to Address,2
34517,not helpful,pro_misinformation,Deductive Fallacy,Negative Effect due to y,0
34518,somewhat helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
34519,somewhat helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,1
34520,somewhat helpful,pro_misinformation,Ad Populum,Mitigation,1
34521,somewhat helpful,pro_misinformation,Ad Populum,Alternative,1
34522,somewhat helpful,pro_misinformation,Ad Populum,No Evidence,1
34523,somewhat helpful,pro_misinformation,Ad Populum,Another True Cause,1
34524,somewhat helpful,pro_misinformation,Ad Populum,Missing Mechanism 1,1
34525,not helpful,pro_misinformation,Ad Populum,Missing Mechanism 2,0
34526,not helpful,pro_misinformation,Ad Populum,No Need to Address,0
34527,somewhat helpful,pro_misinformation,Ad Populum,Negative Effect due to y,1
34528,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 1,1
34529,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 2,1
34530,somewhat helpful,pro_misinformation,Appeal to Emotion,Mitigation,1
34531,somewhat helpful,pro_misinformation,Appeal to Emotion,Alternative,1
34532,somewhat helpful,pro_misinformation,Appeal to Emotion,No Evidence,1
34533,somewhat helpful,pro_misinformation,Appeal to Emotion,Another True Cause,1
34534,not helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 1,0
34535,somewhat helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 2,1
34536,somewhat helpful,pro_misinformation,Appeal to Emotion,No Need to Address,1
34537,somewhat helpful,pro_misinformation,Appeal to Emotion,Negative Effect due to y,1
